outlet,section,date,timestamp,author,headline,url,article_id,body
dawn,world,2026-04-01,2026-04-01 07:06:31+05:00,Agencies,"Arab states lost $186bn in first month of war, UN official says",https://www.dawn.com/news/1987322/arab-states-lost-186bn-in-first-month-of-war-un-official-says,7322186,"AMMAN/SINGAPORE: The war sparked by the joint US-Israeli attack on Iran and which has spread across the Middle East has cost Arab countries $186 billion, a top UN official said on Tuesday, as he called for an immediate halt to the fighting. “We hope the fighting will stop tomorrow, as every day of delay has negative repercussions on the global economy,” UN assistant secretary general Abdallah Al Dardari told reporters in Amman. “We estimate that the loss to the Arab region’s GDP as a result of one month of fighting will be around six per cent… Six per cent of GDP means the region has lost around $186 billion from its economy in a single month,” he said. Al Dardari, who is also a top UN official for the Arab region, said the countries of the oil-rich Gulf were shouldering the heaviest burden. Asia to be hit hardest by energy crisis, says maritime analytics firm “The impact on GDP is very significant in the Gulf region, where it could reach $168 billion, and in the Levant region, where it could reach around $30 billion,” he said. The war that erupted with a US-Israeli attack on Iran on Feb 28 spread quickly across the region, as Iran launched retaliatory attacks targeting Gulf countries and Israel. Lebanon and Iraq have been drawn into the fighting, with pro-Iran groups launching attacks of their own on Israel and US interests. Al Dardari warned against the Gulf’s economic dependence on oil, saying the crisis around the vital waterway of the Strait of Hormuz had proved the need to diversify. He also said there was a need to seek out routes other than the Strait of Hormuz, through which a fifth of global oil and liquefied natural gas flowed pre-war. “The Arab economy relies on virtually a single commodity; even countries that do not export oil depend on remittances from expatriates in oil-exporting countries and on aid from those same countries, while the oil-exporting countries themselves rely on a single product,” he said. “This fragility in the Arab economy is demonstrated by recent events, which prove that it is unsustainable.” Dardari sounded the alarm over the expected impact on jobs in a region already wracked by inequality. “We estimate that the number of jobs we will lose as a result of this conflict is around 3.7 million,” he said. “As for the impact on poverty, we expect that around four million more people in the region will fall, or have already fallen, below the poverty line this month as a result of the hostilities.” Asian nations are facing a major energy crisis as a result of the Iran war, with a sharp fall in crude shipments and few alternatives, global maritime analytics firm Kpler said on Tuesday. “We think Asia will, for now, be the ones suffering the most,” Kpler president Jean Maynier said in an interview at the company’s offices in Singapore. The war, which began with US-Israeli strikes on Iran on Feb 28, saw Tehran effectively halt traffic through Strait of Hormuz, through which a fifth of the world’s crude supplies and a substantial amount of gas normally run. This has sent shockwaves across global energy markets, leading to price hikes for consumers worldwide. Maynier said Asia did not have enough energy resources of its own to fill the gap “in China… in big countries like the Philippines or Indonesia. So it’s a real energy crisis.” The impact of the de facto closure of the Strait of Hormuz has already led governments to take exceptional measures, like the Philippines which has declared a national energy emergency, Maynier noted. “It’s really bad for Asia and we are not optimistic if the event continues,” he said. “There is almost no crude oil arriving” in Asia currently, and no viable alternatives to energy imports from the Middle East while “inventories are being depleted”, Maynier said. He said that while the attack on Iran had been anticipated, its timing and the duration of the war that has ensued were surprising. “What is surprising is the length of this event and, especially in Asia, the crisis that we have now with energy.” Brussels-based Kpler, which was founded in 2014 and owns the MarineTraffic website, is considered one of the foremost data analytics and ship-tracking agencies in the world. It has been keeping a close eye on the Strait of Hormuz since the attack on Iran. Iranian military officials have claimed to control the waterway and attack vessels from “hostile” nations, but Kpler said some are risking the trip. Seventeen commodities vessels crossed the the strait over the weekend, 12 of them on Saturday, making it one of the busiest days for crossings since March 1, according to Kpler. Published in Dawn, April 1st, 2026"
dawn,world,2026-04-01,2026-04-01 07:06:31+05:00,AFP,Japan deploys long-range missiles near China,https://www.dawn.com/news/1987329/japan-deploys-long-range-missiles-near-china,1987329,"TOKYO: Japan has deployed long-range missiles in a southwest region near China, its defence minister said on Tuesday, at a time when ties with Beijing are at their lowest in recent years. The missiles were installed in Kumamoto in the southern region of Kyushu, as Japan is attempting to shore up its military capacity as China steps up naval activity in the East China Sea. “Standoff defence capabilities enable us to counter the threat of enemy forces attempting to invade our country... while ensuring the safety of our personnel,” said Defence Minister Shinjiro Koizumi. “This is an extremely important initiative for strengthening Japan’s deterrence and response capabilities,” he added. The surface-to-ship guided missile system has a range of around 1,000 kilometres (620 miles), putting parts of the Chinese mainland within reach — Shanghai lies about 900 kilometres from Kumamoto. Koizumi also said a  “hyper velocity gliding projectile”, designed to defend remote islands from enemy forces, had been deployed in Shizuoka, another coastal area closer to Tokyo which faces the Pacific. Japan has long had a policy to use its military only for self defence in its most strict meaning. But in recent years Tokyo has steadily built its defence capacity as regional neighbours including China, Russia and North Korea increase their military activities in the region. In 2022 it approved a plan to deploy missiles with counter attack capability. “If we continue to rely solely on ballistic missile defence... it will become increasingly difficult to fully address the threat” of missiles with advanced technologies, a defence white paper issued last year said. China is beefing up its military and is engaged in a number of territorial disputes with other countries in the region, including Japan over the Senkaku Islands, known as the Diaoyu in China. Japan’s ties with Beijing have soured in recent months after Prime Minister Sanae Takaichi hinted in November that Tokyo could intervene militarily in any attack on self-ruled Taiwan. China views Taiwan as its territory and has not ruled out taking it by force. Critics of Tokyo’s move to deploy missiles could make the area a target of possible enemy attacks. Earlier this month, local media reported that Japan’s ground force delivered a launcher for the missiles to Kumamoto without warning local communities, prompting dozens of opponents to stage a protest in front of a local military base. The  Philippines said on Tuesday it will rename more than 100 island features  in a bid to reinforce its  “sovereignty” in the disputed South China  Sea, including areas claimed by China. The features to be renamed  under President Ferdinand Marcos’s executive order belong to the Spratly  archipelago, site of repeated confrontations between Philippine and  Chinese vessels. Beijing claims the South China Sea in nearly in  its entirety despite an international ruling that its assertion has no  legal basis. Manila most prominently used the renaming mechanism  in 2012 under the Benigno Aquino administration, when it dubbed areas of  the crucial waterway nearest its coast the West Philippine Sea. Published in Dawn, April 1st, 2026"
dawn,world,2026-04-01,2026-04-01 07:06:31+05:00,AFP,Wolf bites woman in Germany in first attack for decades,https://www.dawn.com/news/1987326/wolf-bites-woman-in-germany-in-first-attack-for-decades,1987326,"BERLIN: A woman was bitten by a wolf in a shopping centre in the German city of Hamburg, the city’s deputy mayor said on Tuesday, in the first such attack in modern times. The wolf entered the complex in the northern city’s Altona area on Monday evening after being repeatedly spotted in different parts of Hamburg over several days, Katharina Fegebank told journalists. The incident is the first of its kind since the species began returning to Germany almost 30 years ago, according to the Federal Agency for Nature Conservation (BfN). According to the Bild daily, the woman was bitten in the face. The wolf had previously been sighted on Saturday in the west of Hamburg and at other locations on Sunday morning and afternoon, according to the local environment agency. Fegebank said that  “until yesterday evening the wolf had shown typical behaviour for a wild animal and had avoided human contact”. She said it was not clear why the wolf had entered the shopping centre, suggesting that  “the confined space and proximity to people led to a situation of extr­eme stress” for the animal. The wolf has since been captured by police and taken to a wildlife park. Fegebank said that  “we will find a solution for the wolf very quickly”. The animal is most likely a cub that was in the process of leaving its pack, according to experts. Wolves were effectively wiped out in Germany by the mid-19th century, largely due to persecution, bounties and habitat loss. Published in Dawn, April 1st, 2026"
dawn,world,2026-04-01,2026-04-01 11:15:30+05:00,News Desk,China’s FM Wang Yi appreciates Pakistan’s active diplomatic efforts in promoting Middle East peace: FO,https://www.dawn.com/news/1987454/chinas-fm-wang-yi-appreciates-pakistans-active-diplomatic-efforts-in-promoting-middle-east-peace-fo,1987454,"China’s Foreign Minister Wang Yi has conveyed Beijing’s appreciation for Pakistan’s “active diplomatic role ” and efforts towards ending the Middle East conflict, the Foreign Office (FO) said on Wednesday. Wang made the remarks during his meeting with Deputy Prime Minister and Foreign Minister Ishaq Dar in Beijing on Tuesday, where the two sides had issued a five-point initiative for restoring peace in the Middle East. Referring to their discussions, the FO said in a statement, “The meeting was marked by traditional warmth and cordiality. Both dignitaries exchanged notes on the regional developments in West Asia as well as bilateral relations.” Dar briefed Wang in detail on Pakistan’s continued efforts towards the cessation of the Middle East conflict and resumption of dialogue, including its recent quadrilateral meeting in Islamabad with the foreign ministers of Saudi Arabia, Turkiye and Egypt. According to the FO, both sides “reviewed the regional security environment and expressed deep concern over its serious socio-economic repercussions on developing countries”. In this context, it added, both sides had launched a five-point initiative to restore peace and stability in the Gulf and Middle East. In this initiative, Islamabad and Beijing had called for the immediate cessation of hostilities and the start of peace talks as soon as possible. “Both ministers reviewed with satisfaction the growing momentum in bilateral relations, while underscoring pursuit of high-quality development and strategic cooperation under CPEC 2.0, and enhancing high-level exchanges and communication amidst a year marking the commemoration of the 75th anniversary of bilateral relations,” the FO said. Dar expressed his gratitude to the Chinese foreign minister for the “warm welcome and exceptional hospitality extended to him and his delegation”. The two ministers also exchanged views on Afghanistan and the importance of “peace, stability and the critical importance of countering terrorism effectively”. “Both sides undertook to remain in regular contact,” the statement added. Meanwhile, Dar also expressed his “heartfelt thanks to my dear friend” Wang for the “warm hospitality and excellent arrangements” during the visit. “Well done TeamPakistan at our Embassy in Beijing, the Ministry of Foreign Affairs of Pakistan, for their professionalism and support in ensuring the successful conduct of this visit,” he wrote in a post on X. Later in the afternoon, the FO stated that Dar and his delegation had returned to Islamabad. Islamabad on Sunday signalled that it could host direct talks between the United States and Iran in the coming days, after the quadrilateral meeting between Pakistan, Turkiye, Egypt and Saudi Arabia. Pakistan’s efforts to mediate between the two sides have drawn broad international support, most notably from China, which has endorsed Islamabad’s role and encouraged Iran to engage in dialogue. In a call with Dar last week, Wang said that initiating peace talks in the war on Iran “is no easy task” but would be “conducive to restoring normal navigation through the Strait of Hormuz”."
dawn,world,2026-04-01,2026-04-01 11:59:09+05:00,Reuters,"Russian military transport plane crashes in Crimea, killing 29, defence ministry says",https://www.dawn.com/news/1987464/russian-military-transport-plane-crashes-in-crimea-killing-29-defence-ministry-says,8746429,"A Russian An-26 military transport plane crashed into a cliff in Crimea, killing 29 people on board, due to a possible technical malfunction, Russia’s defence ministry said early on Wednesday, according to news agencies. TASS news agency, quoting the ministry, said communication with the aircraft was lost at about 6pm local time (8pm PKT) on Tuesday on a planned flight over Crimea. “The defence ministry reported that a search team found the site of the catastrophe,” TASS reported. “According to a report from the site, six crew members and 23 passengers on board were killed.” The ministry report made no mention of any survivors on the An-26, a light tactical military transport that has for decades been a mainstay that can carry cargo and up to 40 passengers over short and medium distances. “There was no impact on the aircraft,” TASS quoted the ministry as saying, implying that objects like missiles, drones and birds were not involved. “The preliminary cause of the crash is a technical malfunction. A commission from the military is working at the site,” it said. Russia’s defence ministry did not respond immediately to a request for comment outside normal business hours. The An-26 has been in service since the late 1960s and has also been used by airlines to carry freight, but the model has been involved in a number of deadly crashes over the last decade. A Ukrainian An-26 crashed during a technical flight in Ukraine’s southeastern Zaporizhzhia region in 2022, killing one person. Another aircraft crashed on a training flight in northeastern Ukraine in 2020, killing all but one of the 27 people on board. Eight people, including five Russians, were killed when an An-26 crashed in South Sudan in 2020. Four of 10 people on board were killed when an An-26 crashed on landing in Ivory Coast in West Africa in 2017."
dawn,world,2026-04-01,2026-04-01 12:18:23+05:00,Anwar Iqbal,"Trump to address nation at 9pm EST, outline Iran war endgame as Washington debates next phase",https://www.dawn.com/news/1987457/trump-to-address-nation-at-9pm-est-outline-iran-war-endgame-as-washington-debates-next-phase,9874579,"WASHINGTON: US President Donald Trump is set to address his nation at 9pm EST on Wednesday (6:00am on Thursday in Pakistan) to provide what the White House has described as “an important update on Iran,” fuelling speculation that he may declare an end to the five-week conflict — with or without a negotiated settlement. US media outlets, reporting the announcement, noted that Trump has brushed aside the need for a formal agreement to end hostilities. Speaking to reporters at the White House on Tuesday, he said US forces would likely leave Iran in “two or three weeks.” “We leave because there’s no reason for us to do this,” Trump said. “We’ll be leaving very soon.” In remarks that appeared to redefine the war’s objectives, he suggested that a negotiated settlement was no longer essential. “Iran doesn’t have to make a deal. It’s a new regime. They are much more accessible,” he said, adding that if the war has prevented Iran from developing a nuclear weapon, “then we’ll leave whether we have a deal or not.“ The evolving tone comes amid mounting domestic pressure. USA Today noted that “Trump’s move to address the public comes as some two-thirds of Americans say they want the administration to end the fighting, even if it means the nation does not achieve the president’s goals.” The Wall Street Journal reported that the conflict, “now in its fifth week, was initially forecasted to last four to six weeks, according to the Trump administration.” The newspaper had earlier reported that Trump told aides he was willing to end the campaign even if the Strait of Hormuz remained largely closed, postponing the complex and risky operation required to reopen it. NBC News reported that Trump told its team in a phone interview on Tuesday morning that “we’re doing great” and that the conflict is “coming to an end.” The New York Times observed that Trump “could lay out any plans for an endgame to Americans,” citing White House Press Secretary Karoline Leavitt, who confirmed that the president would provide “an important update on Iran.” Yet beyond the rhetoric of an imminent withdrawal, the strategic debate in Washington remains far from settled. While the president signals a desire to wind down US involvement, influential voices in policy and media circles are increasingly calling for a negotiated peace. Trump’s announcement followed a joint statement issued in Islamabad and Beijing outlining a five-point Pakistan-China peace initiative aimed at “restoring peace and stability” in the Middle East. Vali Nasr, a prominent US scholar of Iranian affairs, described the joint statement as a significant signal. “The upshot of China-Pakistan 5-point statement on the war is that China’s answer to being asked to get involved was definitely not no,” he wrote on a post on X. He added that the statement “is an opening for Beijing to step in,” noting that Pakistani leaders — who have been in contact with Washington — were also in Beijing, “which makes all this all the more interesting.” In an earlier post, Nasr said Iran had “asked for guarantees in any deal with US,” and that Pakistan’s foreign minister went to “Beijing to get a guarantor for the potential deal.” Another Washington-based scholar, Michael Kugelman, observed that the initiative “signals Beijing’s endorsement of the US-Iran peace process that Islamabad has sought to advance.” For Islamabad, the initiative reflects a calibrated attempt to balance its ties with Washington and Beijing while projecting itself as a responsible regional actor advocating de-escalation and multilateral engagement. Even as diplomatic openings emerge, a parallel debate has intensified in Washington over whether the United States should escalate militarily to “finish the job.” Richard N. Haass, president emeritus of the Council on Foreign Relations, has warned against both abandonment and overreach. He cautioned that “finishing the job (seeking victory in the war) did not serve the US well in either Korea or Iraq. It is unlikely to in Iran. The good news is the availability of viable alternatives.” According to Haass, the slogan masks a lack of clarity about objectives — whether regime change, dismantling Iran’s missile and nuclear capabilities, seizing enriched uranium, or wresting control of strategic assets such as Kharg Island. Each option, he argues, carries heavy military, political and economic risks. While acknowledging that a “benign Iran” would be the ideal outcome, he contends that regime change “is not something that can be engineered from the outside or expected from within” in the near term. Instead, Haass proposes reopening the Strait of Hormuz as an urgent priority, possibly through a jointly managed “Strait of Hormuz Authority” involving the United States and Arab states bordering the waterway. He has also argued for halting targeted killings of Iranian leaders, avoiding strikes that alienate civilians, and pursuing negotiations to cap Iran’s nuclear programme in exchange for sanctions relief. In his view, US policy “must be based on managing the Iran that is, not the one we would prefer.” Trump’s address is therefore likely to do more than signal troop movements. It could clarify whether Washington intends to pivot toward structured diplomacy, declare unilateral strategic success, or maintain pressure under a conditional ceasefire tied to Iran’s nuclear activities and conduct in the Strait of Hormuz. For Pakistan, which has aligned itself with China in advocating diplomacy and a UN-led process, any peaceful resolution of the conflict would serve as a validation of its stance and potentially elevate its diplomatic profile. Much now hinges on what the US president tells Americans — and the world — on Wednesday night, and whether his words bring clarity to a conflict whose political endgame remains as contested as its military phase."
dawn,world,2026-04-01,2026-04-01 14:32:30+05:00,AFP,It’s happening: Historic Moon mission set for launch,https://www.dawn.com/news/1987498/its-happening-historic-moon-mission-set-for-launch,1987498,"On Wednesday, three men and one woman are set to embark on the first crewed journey to the Moon since 1972, a landmark odyssey that aims to launch the US into a new era of space exploration. The Nasa mission dubbed Artemis 2 has been years in the making after facing repeated setbacks, but is finally scheduled to take off from Florida as early as April 1 at 6:24pm (3:24am PKT on Thursday). The team featuring Americans Reid Wiseman, Victor Glover and Christina Koch, along with Canadian Jeremy Hansen, will set forth on the approximately 10-day mission and hurtle around Earth’s natural satellite without landing — much like Apollo 8 did in 1968. The journey marks a series of historic accomplishments: it will send the first person of colour, the first woman and the first non-American on a lunar mission. It is also the inaugural crewed flight of Nasa’s new lunar rocket, dubbed SLS. The mammoth orange-and-white rocket is designed to allow the United States to repeatedly return to the Moon in years to come, with the goal of establishing a permanent base that will offer a platform for further exploration. “The moon is a witness plate to our entire solar system’s formation,” said astronaut Koch in a press conference over the weekend. “It’s a stepping stone to Mars, where we might have the most likelihood of finding evidence of past life, but it’s also a Rosetta Stone for how other solar systems form.” The mission was originally due to take off as early as February. But repeated setbacks stalled the mission and even necessitated rolling the rocket back to its hangar for analysis and repairs. Now Amit Kshatriya, the US space agency’s associate administrator, said at a recent briefing that “the vehicle is ready, the system is ready. The crew is ready.” As of Tuesday afternoon, Nasa officials voiced confidence that engineering operations and final preparations were proceeding smoothly — and that the weather was looking promising. If Wednesday’s launch is cancelled or delayed, there are more liftoff opportunities through April 6, although weather later in the week was looking slightly less favourable, officials said. “We’ll have to monitor those feisty cumulus clouds and potentially a few showers and breezes as well,” Mark Burger, the launch weather officer, said on Tuesday. But Burger added that even if there are a few rain showers, “none of those look particularly vigorous” and would likely be intermittent on Wednesday — “we should be able to find some clear air to launch Artemis”. Melinda Schuerfranz is a retiree from Ohio who ventured to Florida for the launch. “We’re looking forward to it, we’ve never seen anything like this,” the 76-year-old swimsuit-clad beachgoer told AFP . “The restaurant we went up to last night for supper, they were all talking about it.” But Schuerfranz remembers the Apollo era, and thinks some of the magic might be lost in today’s more fragmented media environment: “I think it was way more exciting then,” she said. “Everybody tuned into it.” The Artemis programme has been plagued by delays and massive cost overruns. And it is also facing pressure from US President Donald Trump, who has pushed the pace of the ambitious programme that’s aiming to see boots hit the lunar surface before his second term ends in early 2029. Artemis 2’s objectives include verifying that both the rocket and the spacecraft are in working order in the hopes of paving the way for a return and a Moon landing in 2028. That deadline has raised eyebrows among experts, in part because Washington is relying on the private sector’s technological headway. The astronauts will require a second vehicle to descend to the moon’s surface, a lunar lander that remains under development by rival space companies owned by billionaires Elon Musk and Jeff Bezos. This contemporary era of American lunar investment has frequently been portrayed as an effort in competition with China, which is currently aiming to land humans on the Moon by 2030. For newly minted Nasa head Jared Isaacman, it’s a multi-pronged pursuit related to scientific discovery, national security and economic opportunity — as well as some less-tangible goals. “I guarantee after these astronauts fly around the moon, you’re going to have more kids dressing up as astronauts for Halloween,” Isaacman said during a recent television interview. “And that’s going to inspire the next generation to take us further.”"
dawn,world,2026-04-01,2026-04-01 15:05:48+05:00,AFP,Spanish police open probe into anti-Muslim chants at friendly match with Egypt,https://www.dawn.com/news/1987504/spanish-police-open-probe-into-anti-muslim-chants-at-friendly-match-with-egypt,1987504,"Police in Spain said on Wednesday that they were investigating “Islamophobic and xenophobic” chants heard during the Spain-Egypt international football match in Barcelona. Egypt’s national anthem was jeered ahead of the 0-0 draw in Barcelona on Tuesday in a pre-World Cup friendly and authorities at the RCDE Stadium appealed to fans more than once over the public announcement system to refrain from making offensive comments. It was the latest in a string of similar incidents to overshadow Spanish football in recent years, with Real Madrid’s Brazilian attacker Vinicius Junior in particular repeatedly racially abused . “We are investigating yesterday’s Islamophobic and xenophobic chants at RCDE Stadium during the Spain-Egypt friendly match,” Catalonia’s regional police force, the Mossos d’Esquadra, wrote on X. The announcement came shortly after Spain’s Justice Minister Felix Bolanos condemned the incident, saying that “racist insults and chants embarrass us as a society”. “The far right will not leave any space free from their hatred, and those who remain silent today will be complicit, ” he added on X. “We continue working for a country that is tolerant and respectful of everyone.” Spain’s football federation and coach Luis de la Fuente had also condemned the behaviour of a section of the 35,000 crowd. “It’s intolerable,” De la Fuente told reporters as soon as he sat down in the press conference room after the match. “Violent people use football to carve out a space for themselves. They must be removed from society, identified, and kept as far away as possible,” the 64-year-old added. Rafael Louzan, president of the Spanish Football Federation, called the incident “specific and isolated situations”. “What we’ve done is condemn these kinds of attitudes and to say they must not be repeated,” he said. The game in Barcelona was moved from Qatar due to the US-Israel war on Iran and was played out in a hostile environment from the start."
dawn,world,2026-04-01,2026-04-01 17:58:59+05:00,AFP,Occupied West Bank on strike against Israeli death penalty law,https://www.dawn.com/news/1987529/occupied-west-bank-on-strike-against-israeli-death-penalty-law,1987529,"Palestinian shops and public institutions were closed across the occupied West Bank on Wednesday in protest of an Israeli law passed earlier this week permitting the execution of Palestinians convicted of deadly terror attacks. In the Palestinian territory’s main cities of Hebron, Ramallah, and Nablus, most stores were closed with their shutters down at midday, AFP journalists reported. Palestinian Authority president Mahmud Abbas’ Fatah party had called for a general strike the previous day. In Ramallah, the seat of the Palestinian Authority north of Jerusalem, entire shopping centres were closed as well as the city’s main market. People gathered to march against the law backed by Israel’s far-right National Security Minister Itamar Ben Gvir. “It’s a crazy law to be passed, it’s insane,” said Mohammed Gussein, a 24-year-old student at Al-Quds University, which like all Palestinian universities, was on strike. “It’s completely out of touch with humanity, and completely racist,” he told AFP . Riman, a 53-year-old psychologist from Ramallah, told AFP that “there isn’t a single person standing here who doesn’t have a brother, a husband, a son, or even a neighbour in prison. There is no Palestinian family without a prisoner.” “But honestly, today we feel a lot of anger, because there is also a real weakness in solidarity with them. The occupation (Israel) is betting on the weakness of the street,” said Riman, declining to share her last name. Under the new law, passed in parliament late Monday, Palestinians in the West Bank convicted by military courts of carrying out deadly attacks classified as “terrorism” will face the death penalty as a default sentence. Because Palestinians in the territory are automatically tried in Israeli military courts, the measure effectively creates a separate and harsher legal track. In Israeli civilian courts, the law allows for either death or life imprisonment for those convicted of killing with intent to harm the state. While the law does not provide for retroactive application, critics say the distinction underscores a system of unequal justice. On social media, Palestinians shared images of tyres being burnt in protest of the law at the Qalandia checkpoint, one of the West Bank’s busiest entry points into Israel via Jerusalem, on Wednesday."
dawn,world,2026-04-01,2026-04-01 19:46:39+05:00,AFP,‘I always knew they were a paper tiger’: Could war on Iran create unbridgeable rift between US and Nato?,https://www.dawn.com/news/1987554/i-always-knew-they-were-a-paper-tiger-could-war-on-iran-create-unbridgeable-rift-between-us-and-nato,1987554,"“Paper tiger”. “Cowards”. As US President Donald Trump grapples with the fallout of his war on Iran, much of his anger has been redirected onto another target: the Nato military alliance. Enraged by European allies who have refused to back his fight, rejected demands to help reopen the Strait of Hormuz, or denied access to US jets, Trump’s tone has grown increasingly menacing. “I was never swayed by Nato. I always knew they were a paper tiger,” Trump told British newspaper The Telegraph on Wednesday, suggesting he was strongly considering pulling the United States out. The ire from the president — who has also blasted Nato allies as “cowards” over Iran — is just the latest existential crisis to grip the 77-year-old alliance since his return to power last January. A few months ago, he rocked Nato’s foundations by threatening to seize the vast Arctic island of Greenland from fellow member Denmark — before abruptly backing off. That followed him repeatedly pulling the rug from under Ukraine in the war against Russia, threats not to protect allies if they don’t spend more on defence, and warnings that Washington could yank troops from Europe. But while previous storms have blown over, there is increasing anxiety among some US allies that this time the damage might be harder to recover from. “Day by day it is getting more serious,” one European diplomat at Nato told AFP , speaking on condition of anonymity. Trump has long railed against Nato, calling it “obsolete” in 2017 and mulling withdrawing during his first term in office. Fuelling the worry is that this time round it is not only Trump that is sounding off about the alliance from Washington, but other traditional supporters. US Secretary of State Marco Rubio warned on Tuesday that the United States “is going to have to reexamine” its relationship with Nato after several European countries restricted the US military from using bases on their soil. “When we need them to allow us to use their military bases, their answer is ‘No?’ Then why are we in Nato? You have to ask that question,” he told Fox News . Former US ambassador to Nato Ivo Daalder argued that while Nato members have handled many disagreements in the past, this standoff threatened the vital glue of trust holding the alliance together. “The last two weeks have brought relations between the president and European allies to a boiling point,” Daalder, who served under President Barack Obama, wrote in an online post. “This is by far the worst crisis Nato has ever confronted.” After bending over backwards repeatedly to keep Trump happy — including a pledge to ramp up spending at Nato’s summit last year — European allies seem unwilling to play ball this time on Iran. As Trump didn’t consult them before launching the war, there is little appetite to help clear up the problems it has unleashed and risk becoming further embroiled. But while doomsayers see an unbridgeable rift opening up — others insist that Nato will pull through yet again. “It has kept us safe for many decades, and we are fully committed to Nato,” British Prime Minister Keir Starmer said on Wednesday. Alliance chief Mark Rutte — dubbed a “Trump whisperer” — is central as he has managed to keep the president onside, thanks in large part to his unbridled flattery of the US leader. He has praised Trump for tackling the threat from Iran and continues to insist he has made Nato stronger by cajoling Europeans to up defence spending. “Nato is stronger today than it has ever been,” he said last week. A major test looks set to come when Trump comes face-to-face with Nato’s 31 other leaders at a summit in Ankara in July — with some hoping the bad blood might have cleared by then. “The only good news on Ankara is that there is still some time — three or four months in Trump terms is a lot,” the Nato diplomat said. Even if this row passes, the alliance needs to brace for further tumult as long as Trump is in charge. “I wouldn’t say it’s in perma-crisis, but rather on a kind of roller-coaster for the next three years or so,” John Deni, a non-resident fellow at the Atlantic Council think tank, told AFP . Meanwhile, among European allies there is a growing sense that Trump has once again reinforced the fundamental fact that they need to take their defence more into their own hands. “What we want to do is to strengthen Europe’s defence within the Atlantic alliance,” French armed forces minister Alice Rufo said. “That creates reliability and trust.”"
